Date,Price,Open,Change_in_percent,pe,pb,div_yield_percent
2022-07-20,16520.85,16562.80,1.10,20.33,3.98,1.36
2022-07-19,16340.55,16187.05,0.38,20.18,3.94,1.37
2022-07-18,16278.50,16151.40,1.43,20.11,3.92,1.36
2022-07-15,16049.20,16010.80,0.69,19.82,3.87,1.38
2022-07-14,15938.65,16018.85,-0.18,19.69,3.84,1.42
2022-07-13,15966.65,16128.20,-0.57,19.72,3.85,1.39
2022-07-12,16058.30,16126.20,-0.97,19.83,3.87,1.38
2022-07-11,16216.00,16136.15,-0.03,20.03,3.91,1.37
2022-07-08,16220.60,16273.65,0.54,20.04,4.00,1.37
2022-07-07,16132.90,16113.75,0.89,19.93,4.12,1.4
2022-07-06,15989.80,15818.20,1.13,19.76,4.08,1.41
2022-07-05,15810.85,15909.15,-0.15,19.54,4.04,1.42
2022-07-04,15835.35,15710.50,0.53,19.57,4.04,1.43
2022-07-01,15752.05,15703.70,-0.18,19.46,4.02,1.41
2022-06-30,15780.25,15774.50,-0.12,19.50,4.03,1.41
2022-06-29,15799.10,15701.70,-0.32,19.55,4.04,1.38
2022-06-28,15850.20,15757.45,0.11,19.61,4.05,1.41
2022-06-27,15832.05,15926.20,0.85,19.59,4.05,1.41
2022-06-24,15699.25,15657.40,0.92,19.43,4.01,1.43
2022-06-23,15556.65,15451.55,0.93,19.25,3.98,1.44
2022-06-22,15413.30,15545.65,-1.44,19.07,3.94,1.46
2022-06-21,15638.80,15455.95,1.88,19.35,4.00,1.44
2022-06-20,15350.15,15334.50,0.37,18.99,3.92,1.46
2022-06-17,15293.50,15272.65,-0.44,18.92,3.91,1.46
2022-06-16,15360.60,15832.25,-2.11,19.01,3.93,1.48
2022-06-15,15692.15,15729.25,-0.25,19.42,4.01,1.45
2022-06-14,15732.10,15674.25,-0.27,19.47,4.02,1.36
2022-06-13,15774.40,15877.55,-2.64,19.52,4.03,1.38
2022-06-10,16201.80,16283.95,-1.68,20.05,4.14,1.38
2022-06-09,16478.10,16263.85,0.74,20.39,4.21,1.43
2022-06-08,16356.25,16474.95,-0.37,20.24,4.18,1.43
2022-06-07,16416.35,16469.60,-0.92,20.31,4.20,1.43
2022-06-06,16569.55,16530.70,-0.09,20.50,4.24,1.41
2022-06-03,16584.30,16761.65,-0.26,20.52,4.24,1.41
2022-06-02,16628.00,16481.65,0.64,20.58,4.25,1.43
2022-06-01,16522.75,16594.40,-0.37,20.45,4.22,1.44
2022-05-31,16584.55,16578.45,-0.46,20.44,4.24,1.43
2022-05-30,16661.40,16527.90,1.89,20.65,4.26,1.4
2022-05-27,16352.45,16296.60,1.13,20.27,4.18,1.43
2022-05-26,16170.15,16105.00,0.90,19.88,4.13,1.44
2022-05-25,16025.80,16196.35,-0.62,19.74,4.09,1.38
2022-05-24,16125.15,16225.55,-0.55,19.87,4.12,1.32
2022-05-23,16214.70,16290.95,-0.32,20.01,4.14,1.32
2022-05-20,16266.15,16043.80,2.89,20.05,4.16,1.31
2022-05-19,15809.40,15917.40,-2.65,19.51,4.04,1.35
2022-05-18,16240.30,16318.15,-0.12,20.09,4.15,1.31
2022-05-17,16259.30,15912.60,2.63,20.12,4.15,1.31
2022-05-16,15842.30,15845.10,0.38,19.72,4.05,1.35
2022-05-13,15782.15,15977.00,-0.16,19.83,4.03,1.35
2022-05-12,15808.00,16021.10,-2.22,19.87,4.04,1.35
2022-05-11,16167.10,16270.05,-0.45,20.32,4.13,1.22
2022-05-10,16240.05,16248.90,-0.38,20.42,4.15,1.22
2022-05-09,16301.85,16227.70,-0.67,20.75,4.17,1.21
2022-05-06,16411.25,16415.55,-1.63,20.89,4.19,1.21
2022-05-05,16682.65,16854.75,0.03,21.24,4.26,1.19
2022-05-04,16677.60,17096.60,-2.29,21.31,4.26,1.19
2022-05-02,17069.10,16924.45,-0.20,21.87,4.36,1.16
2022-04-29,17102.55,17329.25,-0.83,22.01,4.37,1.16
2022-04-28,17245.05,17189.50,1.21,22.20,4.41,1.17
2022-04-27,17038.40,17073.35,-0.94,21.96,4.35,1.16
2022-04-26,17200.80,17121.30,1.46,22.17,4.39,1.15
2022-04-25,16953.95,17009.05,-1.27,22.03,4.33,1.17
2022-04-22,17171.95,17242.75,-1.27,22.38,4.39,1.15
2022-04-21,17392.60,17234.60,1.49,22.67,4.44,1.14
2022-04-20,17136.55,17045.25,1.05,22.33,4.38,1.15
2022-04-19,16958.65,17258.95,-1.25,22.10,4.33,1.16
2022-04-18,17173.65,17183.45,-1.73,22.53,4.39,1.15
2022-04-13,17475.65,17599.90,-0.31,22.92,4.46,1.13
2022-04-12,17530.30,17584.85,-0.82,23.01,4.48,1.13
2022-04-11,17674.95,17740.90,-0.62,23.20,4.52,1.12
2022-04-08,17784.35,17698.15,0.82,23.34,4.54,1.11
2022-04-07,17639.55,17723.30,-0.94,23.15,4.51,1.13
2022-04-06,17807.65,17842.75,-0.83,23.37,4.55,1.12
2022-04-05,17957.40,18080.60,-0.53,23.57,4.59,1.11
2022-04-04,18053.40,17809.10,2.17,23.69,4.61,1.1
2022-04-01,17670.45,17436.90,1.18,23.19,4.51,1.12
2022-03-31,17464.75,17519.20,-0.19,22.92,4.46,1.13
2022-03-30,17498.25,17468.15,1.00,22.50,4.41,1.17
2022-03-29,17325.30,17297.20,0.60,22.27,4.37,1.18
2022-03-28,17222.00,17181.85,0.40,22.14,4.34,1.19
2022-03-25,17153.00,17289.00,-0.40,22.05,4.32,1.19
2022-03-24,17222.75,17094.95,-0.13,22.14,4.34,1.19
2022-03-23,17245.65,17405.05,-0.40,22.17,4.35,1.19
2022-03-22,17315.50,17120.40,1.16,22.26,4.36,1.2
2022-03-21,17117.60,17329.50,-0.98,22.01,4.31,1.21
2022-03-17,17287.05,17202.90,1.84,22.23,4.36,1.2
2022-03-16,16975.35,16876.65,1.87,21.82,4.28,1.22
2022-03-15,16663.00,16900.65,-1.23,21.42,4.20,1.24
2022-03-14,16871.30,16633.70,1.45,21.69,4.25,1.24
2022-03-11,16630.45,16528.80,0.21,21.38,4.19,1.26
2022-03-10,16594.90,16757.10,1.53,21.34,4.18,1.26
2022-03-09,16345.35,16078.00,2.07,21.01,4.12,1.28
2022-03-08,16013.45,15747.75,0.95,20.59,4.03,1.31
2022-03-07,15863.15,15867.95,-2.35,20.39,4.00,1.33
2022-03-04,16245.35,16339.45,-1.53,20.89,4.09,1.3
2022-03-03,16498.05,16723.20,-0.65,21.21,4.16,1.28
2022-03-02,16605.95,16593.10,-1.12,21.35,4.18,1.27
2022-02-28,16793.90,16481.60,0.81,21.59,4.23,1.26
2022-02-25,16658.40,16515.65,2.53,21.42,4.20,1.27
2022-02-24,16247.95,16548.90,-4.78,20.89,4.09,1.3
2022-02-23,17063.25,17194.50,-0.17,21.94,4.30,1.24
2022-02-22,17092.20,16847.95,-0.67,21.97,4.31,1.24
2022-02-21,17206.65,17192.25,-0.40,22.12,4.34,1.29
2022-02-18,17276.30,17236.05,-0.16,22.21,4.35,1.25
2022-02-17,17304.60,17396.55,-0.10,22.25,4.36,1.25
2022-02-16,17322.20,17408.45,-0.17,22.27,4.36,1.28
2022-02-15,17352.45,16933.25,3.03,22.36,4.37,1.25
2022-02-14,16842.80,17076.15,-3.06,21.85,4.24,1.3
2022-02-11,17374.75,17451.00,-1.31,22.68,4.38,1.2
2022-02-10,17605.85,17554.10,0.81,22.98,4.44,1.2
2022-02-09,17463.80,17370.10,1.14,23.09,4.40,1.2
2022-02-08,17266.75,17279.85,0.31,22.83,4.35,1.23
2022-02-07,17213.60,17456.30,-1.73,23.11,4.34,1.23
2022-02-04,17516.30,17590.20,-0.25,23.56,4.41,1.21
2022-02-03,17560.20,17767.75,-1.24,23.65,4.42,1.21
2022-02-02,17780.00,17706.20,1.16,23.95,4.48,1.17
2022-02-01,17576.85,17529.45,1.37,23.62,4.43,1.18
2022-01-31,17339.85,17301.05,1.39,23.42,4.37,1.2
2022-01-28,17101.95,17208.30,-0.05,23.10,4.31,1.21
2022-01-27,17110.15,17062.00,-0.97,23.09,4.31,1.21
2022-01-25,17277.95,17001.55,0.75,23.47,4.35,1.2
2022-01-24,17149.10,17575.15,-2.66,23.63,4.32,1.21
2022-01-21,17617.15,17613.70,-0.79,24.29,4.44,1.18
2022-01-20,17757.00,17921.00,-1.01,24.47,4.47,1.18
2022-01-19,17938.40,18129.20,-0.96,24.76,4.52,1.15
2022-01-18,18113.05,18337.20,-1.07,25.00,4.56,1.13
2022-01-17,18308.10,18235.65,0.29,25.37,4.61,1.12
2022-01-14,18255.75,18185.00,-0.01,25.30,4.60,1.12
2022-01-13,18257.80,18257.00,0.25,25.37,4.60,1.13
2022-01-12,18212.35,18170.40,0.87,25.30,4.59,1.13
2022-01-11,18055.75,17997.75,0.29,25.09,4.55,1.14
2022-01-10,18003.30,17913.30,1.07,25.01,4.54,1.14
2022-01-07,17812.70,17797.60,0.38,24.75,4.49,1.16
2022-01-06,17745.90,17768.50,-1.00,24.66,4.47,1.16
2022-01-05,17925.25,17820.10,0.67,24.91,4.52,1.15
2022-01-04,17805.25,17681.40,1.02,24.74,4.49,1.16
2022-01-03,17625.70,17387.15,1.57,24.49,4.44,1.17
2021-12-31,17354.05,17244.50,0.87,24.11,4.37,1.19
2021-12-30,17203.95,17201.45,-0.06,23.73,4.31,1.21
2021-12-29,17213.60,17220.10,-0.11,23.74,4.31,1.21
2021-12-28,17233.25,17177.60,0.86,23.77,4.31,1.2
2021-12-27,17086.25,16937.75,0.49,23.57,4.28,1.21
2021-12-24,17003.75,17149.50,-0.40,23.45,4.26,1.22
2021-12-23,17072.60,17066.80,0.69,23.55,4.27,1.22
2021-12-22,16955.45,16865.55,1.10,23.39,4.24,1.22
2021-12-21,16770.85,16773.15,0.94,23.13,4.20,1.2
2021-12-20,16614.20,16824.25,-2.18,22.92,4.16,1.22
2021-12-17,16985.20,17276.00,-1.53,23.43,4.25,1.19
2021-12-16,17248.40,17373.00,0.16,23.79,4.32,1.19
2021-12-15,17221.40,17323.65,-0.60,23.75,4.31,1.2
2021-12-14,17324.90,17283.20,-0.25,23.90,4.34,1.19
2021-12-13,17368.25,17619.10,-0.82,23.96,4.35,1.18
2021-12-10,17511.30,17476.05,-0.03,24.15,4.38,1.18
2021-12-09,17516.85,17524.40,0.27,24.16,4.39,1.17
2021-12-08,17469.75,17315.25,1.71,24.10,4.37,1.18
2021-12-07,17176.70,17044.10,1.56,23.69,4.30,1.2
2021-12-06,16912.25,17209.05,-1.65,23.33,4.23,1.22
2021-12-03,17196.70,17424.90,-1.18,23.73,4.31,1.17
2021-12-02,17401.65,17183.20,1.37,24.01,4.36,1.16
2021-12-01,17166.90,17104.40,1.08,23.68,4.30,1.17
2021-11-30,16983.20,17051.15,-0.41,23.43,4.25,1.19
2021-11-29,17053.95,17055.80,0.16,23.53,4.27,1.18
2021-11-26,17026.45,17338.75,-2.91,23.49,4.26,1.18
2021-11-25,17536.25,17417.30,0.70,24.19,4.39,1.15
2021-11-24,17415.05,17550.05,-0.50,24.03,4.36,1.16
2021-11-23,17503.35,17281.75,0.50,24.15,4.38,1.15
2021-11-22,17416.55,17796.25,-1.96,24.03,4.36,1.16
2021-11-18,17764.80,17890.55,-0.75,24.51,4.45,1.13
2021-11-17,17898.65,17939.35,-0.56,24.69,4.48,1.12
2021-11-16,17999.20,18127.05,-0.61,24.83,4.51,1.11
2021-11-15,18109.45,18140.95,0.04,26.00,4.53,1.11
2021-11-12,18102.75,17977.60,1.28,25.98,4.53,1.11
2021-11-11,17873.60,17967.45,-0.80,25.65,4.48,1.12
2021-11-10,18017.20,17973.45,-0.15,26.03,4.51,1.09
2021-11-09,18044.25,18084.35,-0.13,26.06,4.52,1.09
2021-11-08,18068.55,18040.20,0.85,26.25,4.52,1.09
2021-11-04,17916.80,17935.05,0.49,26.11,4.49,1.1
2021-11-03,17829.20,17947.95,-0.33,25.98,4.46,1.13
2021-11-02,17888.95,17970.90,-0.23,25.95,4.48,1.13
2021-11-01,17929.65,17783.15,1.46,26.07,4.49,1.11
2021-10-29,17671.65,17833.05,-1.04,25.71,4.43,1.13
2021-10-28,17857.25,18187.65,-1.94,26.39,4.47,1.13
2021-10-27,18210.95,18295.85,-0.31,27.06,4.56,1.13
2021-10-26,18268.40,18154.50,0.79,27.16,4.57,1.12
2021-10-25,18125.40,18229.50,0.06,27.29,4.54,1.04
2021-10-22,18114.90,18230.70,-0.35,27.48,4.54,1.1
2021-10-21,18178.10,18382.70,-0.48,27.58,4.55,1.1
2021-10-20,18266.60,18439.90,-0.83,27.72,4.57,1.08
2021-10-19,18418.75,18602.35,-0.32,27.97,4.61,1.07
2021-10-18,18477.05,18500.10,0.76,28.17,4.63,1.11
2021-10-14,18338.55,18272.85,0.97,28.02,4.59,1.12
2021-10-13,18161.75,18097.85,0.94,27.75,4.55,1.13
2021-10-12,17991.95,17915.80,0.26,27.49,4.51,1.14
2021-10-11,17945.95,17867.55,0.28,27.48,4.49,1.15
2021-10-08,17895.20,17886.85,0.59,27.40,4.48,1.15
2021-10-07,17790.35,17810.55,0.82,27.24,4.45,1.16
2021-10-06,17646.00,17861.50,-0.99,27.02,4.42,1.17
2021-10-05,17822.30,17661.35,0.74,27.29,4.46,1.16
2021-10-04,17691.25,17615.55,0.91,27.09,4.43,1.16
2021-10-01,17532.05,17531.90,-0.49,26.84,4.39,1.17
2021-09-30,17618.15,17718.90,-0.53,26.98,4.41,1.17
2021-09-29,17711.30,17657.95,-0.21,27.11,4.43,1.16
2021-09-28,17748.60,17906.45,-0.60,27.16,4.44,1.16
2021-09-27,17855.10,17932.20,0.01,27.33,4.47,1.15
2021-09-24,17853.20,17897.45,0.17,27.34,4.47,1.11
2021-09-23,17822.95,17670.85,1.57,27.29,4.50,1.11
2021-09-22,17546.65,17580.90,-0.09,26.87,4.43,1.13
2021-09-21,17562.00,17450.50,0.95,26.89,4.44,1.13
2021-09-20,17396.90,17443.85,-1.07,26.64,4.40,1.14
2021-09-17,17585.15,17709.65,-0.25,26.93,4.44,1.13
2021-09-16,17629.50,17539.20,0.63,26.99,4.45,1.12
2021-09-15,17519.45,17387.65,0.80,26.84,4.43,1.06
2021-09-14,17380.00,17420.35,0.14,26.63,4.39,1.07
2021-09-13,17355.30,17363.55,-0.08,26.59,4.39,1.07
2021-09-09,17369.25,17312.85,0.09,26.61,4.39,1.07
2021-09-08,17353.50,17375.75,-0.05,26.59,4.39,1.07
2021-09-07,17362.10,17401.55,-0.09,26.60,4.39,1.03
2021-09-06,17377.80,17399.35,0.31,26.63,4.39,1.03
2021-09-03,17323.60,17262.45,0.52,26.54,4.38,1.03
2021-09-02,17234.15,17095.40,0.92,26.41,4.36,1.04
2021-09-01,17076.25,17185.60,-0.33,26.17,4.32,1.05
2021-08-31,17132.20,16947.50,1.19,26.25,4.33,1.05
2021-08-30,16931.05,16775.85,1.35,25.94,4.29,1.06
2021-08-27,16705.20,16642.55,0.41,25.60,4.23,1.08
2021-08-26,16636.90,16627.95,0.01,25.49,4.21,1.08
2021-08-25,16634.65,16654.00,0.06,25.49,4.21,1.1
2021-08-24,16624.60,16561.40,0.78,25.47,4.21,1.1
2021-08-23,16496.45,16592.25,0.28,25.28,4.18,1.11
2021-08-20,16450.50,16382.50,-0.71,25.21,4.16,1.11
2021-08-18,16568.85,16691.95,-0.28,25.39,4.19,1.1
2021-08-17,16614.60,16545.25,0.31,25.46,4.21,1.1
2021-08-16,16563.05,16518.40,0.21,25.62,4.31,1.1
2021-08-13,16529.10,16385.70,1.01,26.51,4.30,1.1
2021-08-12,16364.40,16303.65,0.50,26.25,4.26,1.14
2021-08-11,16282.25,16327.30,0.01,26.34,4.24,1.13
2021-08-10,16280.10,16274.80,0.13,26.35,4.24,1.13
2021-08-09,16258.25,16281.35,0.12,26.53,4.25,1.13
2021-08-06,16238.20,16304.40,-0.35,26.51,4.24,1.13
2021-08-05,16294.60,16288.95,0.22,26.72,4.25,1.14
2021-08-04,16258.80,16195.25,0.79,27.39,4.25,1.14
2021-08-03,16130.75,15951.55,1.55,27.31,4.21,1.15
2021-08-02,15885.15,15874.90,0.77,27.21,4.15,1.17
2021-07-30,15763.05,15800.60,-0.10,27.01,4.12,1.18
2021-07-29,15778.45,15762.70,0.44,27.08,4.12,1.19
2021-07-28,15709.40,15761.55,-0.24,26.98,4.10,1.18
2021-07-27,15746.45,15860.50,-0.49,27.45,4.11,1.14
2021-07-26,15824.45,15849.30,-0.20,28.13,4.13,1.13
2021-07-23,15856.05,15856.80,0.20,28.28,4.16,1.13
2021-07-22,15824.05,15736.60,1.23,28.22,4.26,1.11
2021-07-20,15632.10,15703.95,-0.76,27.89,4.21,1.11
2021-07-19,15752.40,15754.50,-1.07,28.23,4.25,1.11
2021-07-16,15923.40,15958.35,-0.01,28.53,4.29,1.09
2021-07-15,15924.20,15872.15,0.44,28.63,4.29,1.1
2021-07-14,15853.95,15808.70,0.26,28.50,4.27,1.09
2021-07-13,15812.35,15794.00,0.76,28.43,4.26,1.08
2021-07-12,15692.60,15766.80,0.02,28.21,4.23,1.09
2021-07-09,15689.80,15688.25,-0.24,28.27,4.23,1.09
2021-07-08,15727.90,15855.40,-0.96,28.34,4.24,1.14
2021-07-07,15879.65,15819.60,0.39,28.62,4.28,1.1
2021-07-06,15818.25,15813.75,-0.10,28.50,4.26,1.1
2021-07-05,15834.35,15793.40,0.71,28.53,4.27,1.23
2021-07-02,15722.20,15705.85,0.27,28.33,4.24,1.23
2021-07-01,15680.00,15755.05,-0.26,28.26,4.23,1.27
2021-06-30,15721.50,15776.90,-0.17,28.33,4.24,1.26
2021-06-29,15748.45,15807.50,-0.42,29.00,4.31,1.26
2021-06-28,15814.70,15915.35,-0.29,29.12,4.33,1.22
2021-06-25,15860.35,15839.35,0.44,29.21,4.34,1.21
2021-06-24,15790.45,15737.30,0.66,29.08,4.32,1.22
2021-06-23,15686.95,15862.80,-0.54,28.89,4.30,1.22
2021-06-22,15772.75,15840.50,0.17,29.05,4.32,1.21
2021-06-21,15746.50,15525.85,0.40,29.19,4.31,1.22
2021-06-18,15683.35,15756.50,-0.05,29.08,4.32,1.24
2021-06-17,15691.40,15648.30,-0.48,29.10,4.43,1.24
2021-06-16,15767.55,15847.50,-0.64,29.24,4.45,1.2
2021-06-15,15869.25,15866.95,0.36,29.43,4.48,1.2
2021-06-14,15811.85,15791.40,0.08,29.32,4.46,1.2
2021-06-11,15799.35,15796.45,0.39,29.30,4.46,1.18
2021-06-10,15737.75,15692.10,0.65,29.18,4.44,1.15
2021-06-09,15635.35,15766.30,-0.67,28.99,4.41,1.07
2021-06-08,15740.10,15773.90,-0.07,29.19,4.44,1.07
2021-06-07,15751.65,15725.10,0.52,29.21,4.44,1.07
2021-06-04,15670.25,15712.50,-0.13,29.06,4.42,1.07
2021-06-03,15690.35,15655.55,0.73,29.10,4.43,1.07
2021-06-02,15576.20,15520.35,0.01,28.88,4.39,1.06
2021-06-01,15574.85,15629.65,-0.05,28.87,4.39,1.07
2021-05-31,15582.80,15437.75,0.95,29.22,4.39,1.06
2021-05-28,15435.65,15421.20,0.64,28.98,4.42,0.98
2021-05-27,15337.85,15323.95,0.24,29.48,4.39,0.99
2021-05-26,15301.45,15257.05,0.61,29.41,4.38,0.99
2021-05-25,15208.45,15291.75,0.07,29.25,4.35,1
2021-05-24,15197.70,15211.35,0.15,29.52,4.35,0.97
2021-05-21,15175.30,14987.80,1.81,29.48,4.34,0.97
2021-05-20,14906.05,15042.60,-0.83,29.59,4.27,0.99
2021-05-19,15030.15,15058.60,-0.52,29.98,4.30,0.98
2021-05-18,15108.10,15067.20,1.24,30.53,4.33,0.97
2021-05-17,14923.15,14756.25,1.67,30.20,4.27,0.98
2021-05-14,14677.80,14749.40,-0.13,29.79,4.20,1
2021-05-12,14696.50,14823.55,-1.04,29.83,4.21,1
2021-05-11,14850.75,14789.70,-0.61,30.14,4.25,0.99
2021-05-10,14942.35,14928.25,0.80,30.43,4.28,0.98
2021-05-07,14823.15,14816.85,0.67,30.23,4.24,0.99
2021-05-06,14724.80,14668.35,0.73,30.82,4.22,1
2021-05-05,14617.85,14604.15,0.84,30.65,4.19,1
2021-05-04,14496.50,14687.25,-0.94,30.47,4.15,1.01
2021-05-03,14634.15,14481.05,0.02,31.54,4.19,1
2021-04-30,14631.10,14747.35,-1.77,32.21,4.19,1
2021-04-29,14894.90,14979.00,0.20,32.79,4.26,0.99
2021-04-28,14864.55,14710.50,1.44,32.72,4.26,0.96
2021-04-27,14653.05,14493.80,1.16,32.28,4.20,0.98
2021-04-26,14485.00,14449.45,1.00,32.39,4.15,0.99
2021-04-23,14341.35,14326.35,-0.45,32.07,4.11,1
2021-04-22,14406.15,14219.15,0.77,32.22,4.12,0.99
2021-04-20,14296.40,14526.70,-0.44,31.97,4.09,1
2021-04-19,14359.45,14306.60,-1.77,32.12,4.11,1
2021-04-16,14617.85,14599.60,0.25,32.84,4.18,0.98
2021-04-15,14581.45,14522.40,0.53,32.78,4.17,0.98
2021-04-13,14504.80,14364.90,1.36,32.72,4.15,0.99
2021-04-12,14310.80,14644.65,-3.53,32.34,4.09,1
2021-04-09,14834.85,14882.65,-0.26,33.53,4.24,0.97
2021-04-08,14873.80,14875.65,0.37,33.61,4.25,0.96
2021-04-07,14819.05,14716.45,0.92,33.49,4.24,0.95
2021-04-06,14683.50,14737.00,0.31,33.18,4.20,0.96
2021-04-05,14637.80,14837.70,-1.54,33.08,4.19,0.97
2021-04-01,14867.35,14798.40,1.20,33.60,4.25,0.95
2021-03-31,14690.70,14811.85,-1.04,33.20,4.20,0.96
2021-03-30,14845.10,14628.50,2.33,40.43,4.21,1.07
2021-03-26,14507.30,14506.30,1.27,39.51,4.11,1.09
2021-03-25,14324.90,14570.90,-1.54,39.02,4.06,1.11
2021-03-24,14549.40,14712.45,-1.79,39.63,4.12,1.09
2021-03-23,14814.75,14768.55,0.53,40.35,4.20,1.07
2021-03-22,14736.40,14736.30,-0.05,40.14,4.18,1.08
2021-03-19,14744.00,14471.15,1.28,40.16,4.18,1.08
2021-03-18,14557.85,14855.50,-1.11,39.65,4.13,1.09
2021-03-17,14721.30,14946.55,-1.27,40.10,4.17,1.08
2021-03-16,14910.45,14996.10,-0.13,40.61,4.23,1.07
2021-03-15,14929.50,15048.40,-0.67,40.66,4.23,1.06
2021-03-12,15030.95,15321.15,-0.95,40.94,4.26,1.06
2021-03-10,15174.80,15202.15,0.51,41.33,4.30,1.05
2021-03-09,15098.40,15049.90,0.95,41.12,4.28,1.05
2021-03-08,14956.20,15002.45,0.12,40.74,4.24,1.06
2021-03-05,14938.10,14977.95,-0.95,40.76,4.23,1.06
2021-03-04,15080.75,15026.75,-1.08,41.15,4.27,1.05
2021-03-03,15245.60,15064.40,2.19,41.60,4.32,1.04
2021-03-02,14919.10,14865.30,1.07,40.71,4.23,1.06
2021-03-01,14761.55,14702.50,1.60,40.28,4.18,1.08
2021-02-26,14529.15,14888.60,-3.76,39.65,4.12,1.09
2021-02-25,15097.35,15079.85,0.77,41.20,4.28,1.05
2021-02-24,14982.00,14729.15,1.86,40.88,4.24,1.06
2021-02-23,14707.80,14782.25,0.22,40.14,4.17,1.08
2021-02-22,14675.70,14999.05,-2.04,40.05,4.16,1.08
2021-02-19,14981.75,15074.80,-0.91,40.88,4.24,1.06
2021-02-18,15118.95,15238.70,-0.59,41.26,4.28,1.05
2021-02-17,15208.90,15279.90,-0.68,41.49,4.31,1.04
2021-02-16,15313.45,15371.45,-0.01,41.78,4.34,1.04
2021-02-15,15314.70,15270.30,1.00,41.59,4.34,1.04
2021-02-12,15163.30,15186.20,-0.07,41.58,4.30,1.05
2021-02-11,15173.30,15073.25,0.44,41.65,4.30,1.05
2021-02-10,15106.50,15119.05,-0.02,41.81,4.28,1.05
2021-02-09,15109.30,15164.15,-0.04,41.97,4.28,1.05
2021-02-08,15115.80,15064.30,1.28,42.00,4.28,1.05
2021-02-05,14924.25,14952.60,0.19,41.46,4.23,1.06
2021-02-04,14895.65,14789.05,0.71,40.81,4.22,1.07
2021-02-03,14789.95,14754.90,0.97,39.16,4.19,1.07
2021-02-02,14647.85,14481.10,2.57,38.79,4.15,1.08
2021-02-01,14281.20,13758.60,4.74,38.26,4.05,1.11
2021-01-29,13634.60,13946.60,-1.32,36.57,3.86,1.16
2021-01-28,13817.55,13810.40,-1.07,36.96,3.92,1.15
2021-01-27,13967.50,14237.95,-1.91,37.52,3.96,1.14
2021-01-25,14238.90,14477.80,-0.93,38.42,4.04,1.11
2021-01-22,14371.90,14583.40,-1.50,38.86,4.07,1.1
2021-01-21,14590.35,14730.95,-0.37,39.41,4.13,1.09
2021-01-20,14644.70,14538.30,0.85,39.55,4.15,1.08
2021-01-19,14521.15,14371.65,1.68,39.22,4.12,1.09
2021-01-18,14281.30,14453.30,-1.06,38.92,4.05,1.11
2021-01-15,14433.70,14594.35,-1.11,39.34,4.09,1.1
2021-01-14,14595.60,14550.05,0.21,40.03,4.14,1.09
2021-01-13,14564.85,14639.80,0.01,39.94,4.13,1.09
2021-01-12,14563.45,14473.80,0.54,39.94,4.13,1.09
2021-01-11,14484.75,14474.05,0.96,39.72,4.10,1.1
2021-01-08,14347.25,14258.40,1.48,39.45,4.07,1.11
2021-01-07,14137.35,14253.75,-0.06,38.88,4.01,1.12
2021-01-06,14146.25,14240.95,-0.38,38.90,4.01,1.12
2021-01-05,14199.50,14075.15,0.47,39.05,4.02,1.12
2021-01-04,14132.90,14104.35,0.82,38.87,4.01,1.12
2021-01-01,14018.50,13996.10,0.26,38.55,3.97,1.13
2020-12-31,13981.75,13970.00,0.00,38.45,3.96,1.14
2020-12-30,13981.95,13980.90,0.35,38.45,3.96,1.14
2020-12-29,13932.60,13910.35,0.43,38.31,3.94,1.14
2020-12-28,13873.20,13815.15,0.90,38.15,3.93,1.14
2020-12-24,13749.25,13672.15,1.09,37.81,3.89,1.15
2020-12-23,13601.10,13473.50,1.00,37.40,3.85,1.17
2020-12-22,13466.30,13373.65,1.03,37.03,3.81,1.18
2020-12-21,13328.40,13741.90,-3.14,36.65,3.77,1.19
2020-12-18,13760.55,13764.40,0.14,37.84,3.89,1.15
2020-12-17,13740.70,13713.55,0.42,37.79,3.89,1.16
2020-12-16,13682.70,13663.10,0.85,37.63,3.87,1.16
2020-12-15,13567.85,13547.20,0.07,37.31,3.84,1.17
2020-12-14,13558.15,13571.45,0.33,37.28,3.84,1.17
2020-12-11,13513.85,13512.30,0.26,37.16,3.82,1.18
2020-12-10,13478.30,13488.50,-0.38,37.06,3.81,1.18
2020-12-09,13529.10,13458.10,1.02,37.20,3.83,1.17
2020-12-08,13392.95,13393.85,0.28,36.83,3.79,1.19
2020-12-07,13355.75,13264.85,0.73,36.73,3.78,1.19
2020-12-04,13258.55,13177.40,0.95,36.46,3.75,1.2
2020-12-03,13133.90,13215.30,0.15,36.12,3.72,1.21
2020-12-02,13113.75,13121.40,0.04,36.06,3.71,1.21
2020-12-01,13109.05,13062.20,1.08,36.05,3.71,1.21
2020-11-27,12968.95,13012.05,-0.14,35.66,3.67,1.22
2020-11-26,12987.00,12906.45,1.00,35.71,3.68,1.22
2020-11-25,12858.40,13130.00,-1.51,35.36,3.64,1.23
2020-11-24,13055.15,13002.60,1.00,35.90,3.70,1.22
2020-11-23,12926.45,12960.30,0.52,35.55,3.66,1.23
2020-11-20,12859.05,12813.40,0.68,35.36,3.64,1.23
2020-11-19,12771.70,12839.50,-1.29,35.12,3.61,1.24
2020-11-18,12938.25,12860.10,0.50,35.59,3.66,1.23
2020-11-17,12874.20,12932.50,0.74,34.93,3.64,1.23
2020-11-14,12780.25,12823.35,0.47,34.73,3.62,1.24
2020-11-13,12719.95,12659.70,0.23,34.57,3.60,1.25
