Date,Price,Open,Change_in_percent,pe,pb,div_yield_percent
2016-09-30,8611.15,8581.50,0.23,23.40,3.27,1.29
2016-09-29,8591.25,8792.70,-1.76,23.51,3.26,1.29
2016-09-28,8745.15,8711.20,0.45,23.97,3.32,1.27
2016-09-27,8706.40,8748.90,-0.19,23.90,3.30,1.27
2016-09-26,8723.05,8807.90,-1.23,23.94,3.31,1.27
2016-09-23,8831.55,8880.75,-0.40,24.24,3.35,1.25
2016-09-22,8867.45,8873.35,1.03,24.34,3.37,1.25
2016-09-21,8777.15,8790.30,0.01,24.11,3.33,1.26
2016-09-20,8775.90,8816.10,-0.37,24.06,3.33,1.26
2016-09-19,8808.40,8788.45,0.33,24.15,3.34,1.25
2016-09-16,8779.85,8780.85,0.43,24.07,3.34,1.26
2016-09-15,8742.55,8743.85,0.18,23.97,3.33,1.23
2016-09-14,8726.60,8710.65,0.13,23.92,3.33,1.23
2016-09-12,8715.60,8732.95,-1.70,23.89,3.32,1.23
2016-09-09,8866.70,8934.30,-0.96,24.31,3.38,1.21
2016-09-08,8952.50,8915.50,0.39,24.54,3.41,1.2
2016-09-07,8917.95,8968.70,-0.28,24.45,3.40,1.2
2016-09-06,8943.00,8852.70,1.51,24.52,3.42,1.2
2016-09-02,8809.65,8796.35,0.40,24.15,3.36,1.22
2016-09-01,8774.65,8793.60,-0.13,24.06,3.35,1.22
2016-08-31,8786.20,8754.05,0.48,24.09,3.36,1.22
2016-08-30,8744.35,8646.75,1.59,23.97,3.34,1.22
2016-08-29,8607.45,8583.75,0.41,23.60,3.29,1.24
2016-08-26,8572.55,8614.35,-0.23,23.50,3.27,1.25
2016-08-25,8592.20,8668.85,-0.67,23.62,3.29,1.26
2016-08-24,8650.30,8648.50,0.21,23.78,3.31,1.25
2016-08-23,8632.60,8628.35,0.04,23.73,3.30,1.25
2016-08-22,8629.15,8667.00,-0.44,23.59,3.30,1.25
2016-08-19,8666.90,8694.30,-0.07,23.70,3.31,1.25
2016-08-18,8673.25,8648.85,0.57,23.71,3.36,1.24
2016-08-17,8624.05,8639.80,-0.21,23.58,3.34,1.25
2016-08-16,8642.55,8670.25,-0.34,23.63,3.35,1.25
2016-08-12,8672.15,8605.45,0.93,23.71,3.36,1.24
2016-08-11,8592.15,8572.80,0.20,23.49,3.34,1.26
2016-08-10,8575.30,8686.70,-1.19,23.44,3.36,1.28
2016-08-09,8678.25,8727.80,-0.38,23.73,3.40,1.26
2016-08-08,8711.35,8712.85,0.32,23.82,3.41,1.26
2016-08-05,8683.15,8600.20,1.54,23.74,3.40,1.26
2016-08-04,8551.10,8599.95,0.07,23.38,3.35,1.28
2016-08-03,8544.85,8635.20,-0.91,23.36,3.35,1.28
2016-08-02,8622.90,8647.45,-0.16,23.58,3.38,1.27
2016-08-01,8636.55,8654.30,-0.02,23.61,3.38,1.27
2016-07-29,8638.50,8668.30,-0.32,23.62,3.38,1.27
2016-07-28,8666.30,8636.95,0.59,23.69,3.42,1.26
2016-07-27,8615.80,8599.40,0.29,23.63,3.40,1.27
2016-07-26,8590.65,8633.75,-0.52,23.56,3.39,1.28
2016-07-25,8635.65,8519.95,1.11,23.69,3.44,1.23
2016-07-22,8541.20,8519.65,0.37,23.43,3.47,1.21
2016-07-21,8510.10,8582.70,-0.65,23.34,3.46,1.22
2016-07-20,8565.85,8515.45,0.44,23.49,3.48,1.21
2016-07-19,8528.55,8514.30,0.23,23.39,3.46,1.22
2016-07-18,8508.70,8564.05,-0.38,23.34,3.46,1.22
2016-07-15,8541.40,8565.45,-0.28,23.43,3.47,1.21
2016-07-14,8565.00,8515.75,0.53,23.49,3.48,1.21
2016-07-13,8519.50,8540.45,-0.02,23.37,3.46,1.22
2016-07-12,8521.05,8502.60,0.63,23.37,3.46,1.22
2016-07-11,8467.90,8413.35,1.74,23.25,3.44,1.23
2016-07-08,8323.20,8350.00,-0.18,22.85,3.38,1.25
2016-07-07,8337.90,8342.00,0.02,22.89,3.39,1.24
2016-07-05,8335.95,8379.30,-0.42,22.88,3.39,1.24
2016-07-04,8370.70,8376.75,0.51,22.98,3.40,1.24
2016-07-01,8328.35,8313.05,0.49,22.86,3.38,1.25
2016-06-30,8287.75,8260.25,1.02,22.75,3.37,1.25
2016-06-29,8204.00,8173.10,0.94,22.52,3.33,1.26
2016-06-28,8127.85,8096.05,0.41,22.31,3.30,1.28
2016-06-27,8094.70,8039.35,0.08,22.22,3.29,1.28
2016-06-24,8088.60,8029.10,-2.20,22.20,3.29,1.28
2016-06-23,8270.45,8201.15,0.81,22.70,3.40,1.26
2016-06-22,8203.70,8213.65,-0.20,22.52,3.37,1.27
2016-06-21,8219.90,8255.40,-0.23,22.56,3.38,1.27
2016-06-20,8238.50,8115.75,0.84,22.62,3.39,1.27
2016-06-17,8170.20,8176.65,0.36,22.43,3.36,1.28
2016-06-16,8140.75,8180.65,-0.80,22.35,3.37,1.28
2016-06-15,8206.60,8139.40,1.21,22.53,3.40,1.27
2016-06-14,8108.85,8134.40,-0.02,22.26,3.36,1.29
2016-06-13,8110.60,8102.25,-0.73,22.26,3.36,1.29
2016-06-10,8170.05,8180.25,-0.41,22.43,3.38,1.28
2016-06-09,8203.60,8273.35,-0.84,22.52,3.42,1.31
2016-06-08,8273.05,8285.50,0.08,22.71,3.45,1.3
2016-06-07,8266.45,8235.55,0.80,22.69,3.44,1.3
2016-06-06,8201.05,8228.75,-0.24,22.71,3.42,1.31
2016-06-03,8220.80,8246.20,0.02,22.77,3.43,1.31
2016-06-02,8218.95,8156.90,0.48,22.76,3.43,1.31
2016-06-01,8179.95,8179.20,0.24,22.65,3.41,1.31
2016-05-31,8160.10,8209.85,-0.22,22.60,3.40,1.32
2016-05-30,8178.50,8166.50,0.27,22.69,3.41,1.31
2016-05-27,8156.65,8081.95,1.08,22.66,3.40,1.32
2016-05-26,8069.65,7974.45,1.70,22.39,3.36,1.33
2016-05-25,7934.90,7811.80,2.40,22.07,3.30,1.36
2016-05-24,7748.85,7738.05,0.23,21.16,3.22,1.39
2016-05-23,7731.05,7813.95,-0.24,21.13,3.22,1.39
2016-05-20,7749.70,7792.20,-0.43,21.19,3.22,1.39
2016-05-19,7783.40,7875.50,-1.10,21.33,3.24,1.38
2016-05-18,7870.15,7846.75,-0.26,21.57,3.28,1.37
2016-05-17,7890.75,7896.85,0.38,21.62,3.29,1.36
2016-05-16,7860.75,7831.20,0.59,21.54,3.28,1.37
2016-05-13,7814.90,7881.00,-1.08,21.10,3.26,1.38
2016-05-12,7900.40,7871.45,0.66,21.33,3.29,1.36
2016-05-11,7848.85,7804.65,-0.49,21.19,3.27,1.37
2016-05-10,7887.80,7873.55,0.28,21.30,3.29,1.36
2016-05-09,7866.05,7755.25,1.71,21.24,3.28,1.37
2016-05-06,7733.45,7717.65,-0.03,20.91,3.22,1.39
2016-05-05,7735.50,7731.00,0.38,20.96,3.22,1.39
2016-05-04,7706.55,7724.15,-0.52,20.88,3.21,1.39
2016-05-03,7747.00,7824.80,-0.75,21.08,3.23,1.39
2016-05-02,7805.90,7822.70,-0.56,21.25,3.25,1.38
2016-04-29,7849.80,7844.25,0.03,21.24,3.27,1.37
2016-04-28,7847.25,7967.40,-1.66,21.30,3.27,1.37
2016-04-27,7979.90,7942.00,0.22,21.66,3.33,1.35
2016-04-26,7962.65,7828.15,1.37,21.60,3.32,1.35
2016-04-25,7855.05,7894.80,-0.56,21.40,3.27,1.37
2016-04-22,7899.30,7891.80,-0.16,21.55,3.29,1.36
2016-04-21,7912.05,7953.65,-0.03,21.59,3.34,1.41
2016-04-20,7914.75,7950.05,0.00,21.59,3.34,1.41
2016-04-18,7914.70,7908.15,0.82,21.68,3.34,1.41
2016-04-13,7850.45,7777.15,1.84,21.56,3.32,1.42
2016-04-12,7708.95,7669.25,0.49,21.17,3.26,1.45
2016-04-11,7671.40,7577.80,1.54,21.07,3.24,1.45
2016-04-08,7555.20,7542.35,0.12,20.75,3.19,1.48
2016-04-07,7546.45,7630.40,-0.89,20.73,3.19,1.48
2016-04-06,7614.35,7636.05,0.15,20.91,3.22,1.47
2016-04-05,7603.20,7736.30,-2.01,20.88,3.21,1.47
2016-04-04,7758.80,7733.15,0.59,21.31,3.28,1.44
2016-04-01,7713.05,7718.05,-0.33,21.19,3.26,1.45
2016-03-31,7738.40,7727.65,0.04,20.89,3.10,1.49
2016-03-30,7735.20,7651.10,1.82,20.88,3.10,1.49
2016-03-29,7597.00,7606.55,-0.24,20.50,3.04,1.52
2016-03-28,7615.10,7741.00,-1.31,20.55,3.05,1.52
2016-03-23,7716.50,7717.45,0.02,20.83,3.09,1.5
2016-03-22,7714.90,7695.55,0.14,20.82,3.09,1.5
2016-03-21,7704.25,7619.20,1.31,20.79,3.09,1.5
2016-03-18,7604.35,7534.65,1.22,20.52,3.05,1.52
2016-03-17,7512.55,7557.40,0.18,20.28,3.01,1.54
2016-03-16,7498.75,7457.05,0.51,20.24,3.00,1.55
2016-03-15,7460.60,7535.85,-1.04,20.14,2.99,1.55
2016-03-14,7538.75,7542.60,0.38,20.35,3.02,1.54
2016-03-11,7510.20,7484.85,0.32,20.27,3.01,1.54
2016-03-10,7486.15,7545.35,-0.61,20.20,3.00,1.55
2016-03-09,7531.80,7436.10,0.62,20.33,3.02,1.54
2016-03-08,7485.30,7486.40,0.00,20.20,3.00,1.55
2016-03-04,7485.35,7505.40,0.13,20.24,3.01,1.55
2016-03-03,7475.60,7429.55,1.45,20.22,3.00,1.55
2016-03-02,7368.85,7321.70,2.03,19.93,2.96,1.57
2016-03-01,7222.30,7038.25,3.37,19.53,2.90,1.6
2016-02-29,6987.05,7050.45,-0.61,18.90,2.81,1.66
2016-02-26,7029.75,7039.30,0.85,19.01,2.82,1.65
2016-02-25,6970.60,7029.85,-0.69,18.85,2.80,1.66
2016-02-24,7018.70,7075.00,-1.28,18.98,2.82,1.65
2016-02-23,7109.55,7240.30,-1.73,19.23,2.85,1.63
2016-02-22,7234.55,7208.85,0.33,19.56,2.90,1.6
2016-02-19,7210.75,7170.55,0.26,19.50,2.89,1.6
2016-02-18,7191.75,7177.40,1.17,19.44,2.89,1.61
2016-02-17,7108.45,7058.85,0.85,19.18,2.85,1.63
2016-02-16,7048.25,7201.25,-1.60,19.01,2.83,1.64
2016-02-15,7162.95,7057.35,2.61,19.32,2.87,1.61
2016-02-12,6980.95,7023.65,0.07,18.67,2.80,1.66
2016-02-11,6976.35,7203.60,-3.32,18.65,2.80,1.66
2016-02-10,7215.70,7264.30,-1.13,19.27,2.89,1.6
2016-02-09,7298.20,7303.95,-1.21,19.46,2.93,1.58
2016-02-08,7387.25,7489.70,-1.36,19.69,2.96,1.57
2016-02-05,7489.10,7418.25,1.15,19.99,3.00,1.54
2016-02-04,7404.00,7411.45,0.57,19.76,2.97,1.56
2016-02-03,7361.80,7392.45,-1.26,19.65,2.95,1.57
2016-02-02,7455.55,7566.65,-1.33,19.90,2.99,1.55
2016-02-01,7555.95,7589.50,-0.10,20.22,3.03,1.53
2016-01-29,7563.55,7413.35,1.87,20.22,3.03,1.53
2016-01-28,7424.65,7426.50,-0.18,19.85,2.98,1.56
2016-01-27,7437.75,7469.60,0.02,20.05,2.98,1.55
2016-01-25,7436.15,7468.75,0.18,20.04,2.98,1.56
2016-01-22,7422.45,7355.70,2.00,20.01,2.98,1.56
2016-01-21,7276.80,7376.65,-0.44,19.65,2.92,1.59
2016-01-20,7309.30,7357.00,-1.69,19.74,2.93,1.58
2016-01-19,7435.10,7381.80,1.14,20.08,2.98,1.56
2016-01-18,7351.00,7420.35,-1.17,19.86,2.95,1.57
2016-01-15,7437.80,7561.65,-1.31,20.12,2.98,1.55
2016-01-14,7536.80,7467.40,-0.34,20.38,3.02,1.53
2016-01-13,7562.40,7557.90,0.69,20.45,3.03,1.53
2016-01-12,7510.30,7587.20,-0.71,20.31,3.01,1.54
2016-01-11,7563.85,7527.45,-0.49,20.46,3.03,1.53
2016-01-08,7601.35,7611.65,0.44,20.56,3.05,1.52
2016-01-07,7568.30,7673.35,-2.23,20.47,3.04,1.53
2016-01-06,7741.00,7788.05,-0.56,20.93,3.10,1.49
2016-01-05,7784.65,7828.40,-0.09,21.05,3.12,1.49
2016-01-04,7791.30,7924.55,-2.16,21.07,3.13,1.48
2016-01-01,7963.20,7938.45,0.21,21.53,3.19,1.45
2015-12-31,7946.35,7897.80,0.63,21.49,3.19,1.46
2015-12-30,7896.25,7938.60,-0.41,21.35,3.17,1.46
2015-12-29,7928.95,7929.20,0.05,21.44,3.18,1.46
2015-12-28,7925.15,7863.20,0.82,21.43,3.18,1.46
2015-12-24,7861.05,7888.75,-0.06,21.26,3.15,1.47
2015-12-23,7865.95,7830.45,1.03,21.27,3.15,1.47
2015-12-22,7786.10,7829.40,-0.62,21.06,3.12,1.49
2015-12-21,7834.45,7745.65,0.93,21.19,3.14,1.48
2015-12-18,7761.95,7828.90,-1.05,20.99,3.11,1.49
2015-12-17,7844.35,7783.05,1.21,21.21,3.15,1.47
2015-12-16,7750.90,7725.25,0.65,20.96,3.11,1.49
2015-12-15,7700.90,7659.15,0.66,20.82,3.09,1.5
2015-12-14,7650.05,7558.20,0.52,20.69,3.07,1.51
2015-12-11,7610.45,7699.60,-0.95,20.57,3.05,1.52
2015-12-10,7683.30,7643.30,0.93,20.77,3.09,1.48
2015-12-09,7612.50,7695.50,-1.16,20.58,3.06,1.5
2015-12-08,7701.70,7738.50,-0.82,20.82,3.09,1.48
2015-12-07,7765.40,7816.55,-0.21,20.99,3.12,1.47
2015-12-04,7781.90,7817.60,-1.05,21.04,3.13,1.46
2015-12-03,7864.15,7902.30,-0.85,21.26,3.16,1.45
2015-12-02,7931.35,7976.70,-0.30,21.44,3.19,1.44
2015-12-01,7954.90,7958.15,0.25,21.51,3.19,1.43
2015-11-30,7935.25,7936.25,-0.09,21.45,3.19,1.43
2015-11-27,7942.70,7910.60,0.75,21.47,3.19,1.43
2015-11-26,7883.80,7837.15,0.67,21.31,3.17,1.44
2015-11-24,7831.60,7837.00,-0.22,21.17,3.15,1.45
2015-11-23,7849.25,7869.50,-0.09,21.22,3.15,1.45
2015-11-20,7856.55,7841.90,0.18,21.24,3.16,1.45
2015-11-19,7842.75,7788.50,1.43,21.20,3.15,1.45
2015-11-18,7731.80,7823.15,-1.35,20.90,3.11,1.47
2015-11-17,7837.55,7848.75,0.40,21.19,3.15,1.45
2015-11-16,7806.60,7732.95,0.57,21.11,3.14,1.46
2015-11-13,7762.25,7762.45,-0.80,20.97,3.12,1.47
2015-11-11,7825.00,7838.80,0.54,21.17,3.14,1.45
2015-11-10,7783.35,7877.60,-1.67,21.05,3.13,1.46
2015-11-09,7915.20,7788.25,-0.49,21.41,3.18,1.44
2015-11-06,7954.30,7956.55,-0.01,21.57,3.19,1.43
2015-11-05,7955.45,8030.35,-1.05,21.58,3.19,1.43
2015-11-04,8040.20,8104.90,-0.25,21.87,3.22,1.42
2015-11-03,8060.70,8086.35,0.12,22.02,3.23,1.41
2015-11-02,8050.80,8054.55,-0.19,21.98,3.22,1.42
2015-10-30,8065.80,8123.55,-0.57,22.06,3.23,1.41
2015-10-29,8111.75,8175.45,-0.73,22.19,3.25,1.41
2015-10-28,8171.20,8188.90,-0.75,22.20,3.27,1.4
2015-10-27,8232.90,8230.35,-0.33,22.39,3.30,1.39
2015-10-26,8260.55,8333.65,-0.42,22.45,3.30,1.38
2015-10-23,8295.45,8308.25,0.53,22.55,3.32,1.38
2015-10-21,8251.70,8258.35,-0.12,22.48,3.30,1.38
2015-10-20,8261.65,8280.30,-0.16,22.51,3.31,1.38
2015-10-19,8275.05,8262.55,0.45,22.61,3.31,1.38
2015-10-16,8238.15,8193.65,0.72,22.51,3.30,1.38
2015-10-15,8179.50,8134.35,0.88,22.35,3.30,1.39
2015-10-14,8107.90,8102.40,-0.29,22.16,3.27,1.4
2015-10-13,8131.70,8121.95,-0.15,22.25,3.28,1.4
2015-10-12,8143.60,8231.50,-0.56,22.73,3.28,1.39
2015-10-09,8189.70,8186.35,0.74,22.88,3.30,1.39
2015-10-08,8129.35,8196.75,-0.59,22.71,3.28,1.4
2015-10-07,8177.40,8146.20,0.30,22.84,3.30,1.39
2015-10-06,8152.90,8180.45,0.41,22.78,3.29,1.39
2015-10-05,8119.30,8005.10,2.12,22.68,3.27,1.4
2015-10-01,7950.90,7992.05,0.03,22.21,3.20,1.43
2015-09-30,7948.90,7924.25,1.35,22.21,3.22,1.46
2015-09-29,7843.30,7725.70,0.61,21.91,3.18,1.48
2015-09-28,7795.70,7892.80,-0.93,21.78,3.16,1.48
2015-09-24,7868.50,7838.40,0.29,21.81,3.17,1.5
2015-09-23,7845.95,7737.35,0.43,21.75,3.16,1.51
2015-09-22,7812.00,8014.80,-2.07,21.65,3.15,1.51
2015-09-21,7977.10,7911.50,-0.06,22.11,3.21,1.48
2015-09-18,7981.90,7967.45,1.05,22.12,3.21,1.48
2015-09-16,7899.15,7886.85,0.89,21.89,3.18,1.5
2015-09-15,7829.10,7867.35,-0.55,21.70,3.15,1.51
2015-09-14,7872.25,7811.10,1.06,21.82,3.17,1.5
2015-09-11,7789.30,7833.80,0.02,21.59,3.14,1.52
2015-09-10,7788.10,7729.05,-0.39,21.59,3.14,1.52
2015-09-09,7818.60,7805.85,1.70,21.67,3.15,1.51
2015-09-08,7688.25,7587.70,1.71,21.31,3.10,1.54
2015-09-07,7558.80,7685.85,-1.26,20.95,3.04,1.56
2015-09-04,7655.05,7803.40,-2.15,21.21,3.08,1.54
2015-09-03,7823.00,7774.45,1.37,21.68,3.15,1.51
2015-09-02,7717.00,7856.65,-0.88,21.38,3.11,1.53
2015-09-01,7785.85,7907.95,-2.33,21.57,3.13,1.52
2015-08-31,7971.30,8009.25,-0.38,22.08,3.21,1.48
2015-08-28,8001.95,8053.70,0.67,22.17,3.22,1.48
2015-08-27,7948.95,7921.60,2.02,22.02,3.22,1.48
2015-08-26,7791.85,7865.25,-1.13,21.59,3.15,1.51
2015-08-25,7880.70,7895.40,0.92,21.83,3.19,1.5
2015-08-24,7809.00,8055.95,-5.92,21.63,3.16,1.51
2015-08-21,8299.95,8305.40,-0.87,22.99,3.36,1.42
2015-08-20,8372.75,8471.05,-1.44,23.19,3.39,1.44
2015-08-19,8495.15,8468.05,0.34,23.53,3.44,1.42
2015-08-18,8466.55,8505.85,-0.13,23.45,3.43,1.43
2015-08-17,8477.30,8530.50,-0.48,23.48,3.44,1.43
2015-08-14,8518.55,8402.35,1.95,23.69,3.45,1.42
2015-08-13,8355.85,8384.45,0.08,23.16,3.41,1.44
2015-08-12,8349.45,8445.70,-1.33,23.10,3.40,1.44
2015-08-11,8462.35,8548.45,-0.74,23.38,3.45,1.42
2015-08-10,8525.60,8577.00,-0.46,23.54,3.48,1.41
2015-08-07,8564.60,8580.80,-0.28,23.61,3.49,1.4
2015-08-06,8588.65,8585.80,0.24,23.67,3.52,1.4
2015-08-05,8567.95,8547.45,0.60,23.62,3.51,1.41
2015-08-04,8516.90,8564.10,-0.31,23.48,3.49,1.42
2015-08-03,8543.05,8510.65,0.12,23.54,3.50,1.41
2015-07-31,8532.85,8456.10,1.32,23.53,3.50,1.41
2015-07-30,8421.80,8417.00,0.56,23.23,3.44,1.45
2015-07-29,8375.05,8365.60,0.46,23.08,3.42,1.45
2015-07-28,8337.00,8371.10,-0.29,23.02,3.41,1.46
2015-07-27,8361.00,8492.10,-1.88,23.21,3.42,1.46
2015-07-24,8521.55,8588.15,-0.79,23.65,3.48,1.43
2015-07-23,8589.80,8643.95,-0.51,23.84,3.52,1.42
2015-07-22,8633.50,8512.25,1.22,23.96,3.54,1.41
2015-07-21,8529.45,8601.50,-0.86,23.68,3.50,1.43
2015-07-20,8603.45,8623.90,-0.07,23.88,3.53,1.42
2015-07-17,8609.85,8623.65,0.02,23.87,3.52,1.42
2015-07-16,8608.05,8546.15,0.99,23.86,3.55,1.41
2015-07-15,8523.80,8463.40,0.82,23.63,3.51,1.43
2015-07-14,8454.10,8470.60,-0.07,23.44,3.48,1.44
2015-07-13,8459.65,8397.25,1.19,23.45,3.49,1.44
2015-07-10,8360.55,8365.70,0.38,23.17,3.44,1.45
2015-07-09,8328.55,8364.85,-0.41,23.08,3.46,1.45
2015-07-08,8363.05,8439.20,-1.74,23.18,3.47,1.45
2015-07-07,8510.80,8525.50,-0.13,23.59,3.54,1.42
2015-07-06,8522.15,8386.15,0.44,23.62,3.54,1.42
2015-07-03,8484.90,8440.10,0.47,23.52,3.52,1.43
2015-07-02,8444.90,8471.95,-0.10,23.40,3.51,1.42
2015-07-01,8453.05,8376.25,1.01,23.43,3.52,1.42
2015-06-30,8368.50,8316.35,0.60,23.19,3.48,1.44
2015-06-29,8318.40,8247.05,-0.75,23.05,3.53,1.43
2015-06-26,8381.10,8393.95,-0.20,23.23,3.56,1.42
2015-06-25,8398.00,8336.25,0.44,23.27,3.58,1.41
2015-06-24,8360.85,8399.40,-0.25,23.17,3.56,1.42
2015-06-23,8381.55,8377.45,0.34,23.23,3.57,1.41
2015-06-22,8353.10,8259.30,1.56,23.15,3.56,1.42
2015-06-19,8224.95,8201.15,0.62,22.79,3.50,1.44
2015-06-18,8174.60,8113.70,1.03,22.66,3.48,1.45
2015-06-17,8091.55,8084.20,0.55,22.43,3.44,1.47
2015-06-16,8047.30,8004.20,0.42,22.30,3.42,1.48
2015-06-15,8013.90,7986.60,0.39,22.21,3.41,1.48
2015-06-12,7982.90,7959.85,0.22,22.12,3.40,1.49
2015-06-11,7965.35,8157.30,-1.96,22.08,3.41,1.48
2015-06-10,8124.45,8024.15,1.27,22.52,3.48,1.45
2015-06-09,8022.40,8026.50,-0.27,22.23,3.44,1.47
2015-06-08,8044.15,8124.35,-0.87,22.29,3.44,1.47
2015-06-05,8114.70,8119.15,-0.20,22.49,3.47,1.45
2015-06-04,8130.65,8155.15,-0.05,22.53,3.52,1.45
2015-06-03,8135.10,8232.45,-1.23,22.41,3.53,1.45
2015-06-02,8236.45,8442.80,-2.34,22.71,3.57,1.43
2015-06-01,8433.40,8417.25,0.00,23.25,3.65,1.39
2015-05-29,8433.65,8327.10,1.38,23.12,3.66,1.39
2015-05-28,8319.00,8345.70,-0.19,22.61,3.56,1.42
2015-05-27,8334.60,8302.75,-0.06,22.60,3.57,1.42
2015-05-26,8339.35,8377.10,-0.37,22.55,3.57,1.42
2015-05-25,8370.25,8438.15,-1.05,22.64,3.58,1.41
2015-05-22,8458.95,8432.50,0.45,22.94,3.62,1.4
2015-05-21,8421.00,8434.50,-0.03,22.67,3.65,1.4
2015-05-20,8423.25,8392.65,0.69,22.69,3.65,1.4
2015-05-19,8365.65,8356.20,-0.10,22.55,3.62,1.41
2015-05-18,8373.65,8284.95,1.35,22.57,3.63,1.41
2015-05-15,8262.35,8240.30,0.46,22.24,3.58,1.43
2015-05-14,8224.20,8232.45,-0.14,22.14,3.56,1.44
2015-05-13,8235.45,8181.55,1.34,22.17,3.58,1.43
2015-05-12,8126.95,8326.15,-2.38,21.92,3.53,1.45
2015-05-11,8325.25,8243.20,1.63,22.41,3.62,1.42
2015-05-08,8191.50,8131.50,1.67,21.92,3.53,1.45
2015-05-07,8057.30,8077.00,-0.49,21.61,3.47,1.47
2015-05-06,8097.00,8316.60,-2.74,21.71,3.49,1.47
2015-05-05,8324.80,8338.40,-0.09,22.45,3.59,1.43
2015-05-04,8331.95,8230.05,1.84,22.47,3.59,1.43
2015-04-30,8181.50,8224.50,-0.71,22.07,3.53,1.45
2015-04-29,8239.75,8274.80,-0.55,22.29,3.57,1.4
2015-04-28,8285.60,8215.55,0.87,22.46,3.59,1.39
2015-04-27,8213.80,8330.55,-1.10,22.26,3.56,1.4
2015-04-24,8305.25,8405.70,-1.11,22.34,3.58,1.4
2015-04-23,8398.30,8478.20,-0.37,22.50,3.62,1.3
2015-04-22,8429.70,8400.40,0.62,22.59,3.63,1.29
2015-04-21,8377.75,8416.10,-0.83,22.44,3.61,1.3
2015-04-20,8448.10,8618.80,-1.83,22.64,3.64,1.29
2015-04-17,8606.00,8698.05,-1.16,23.06,3.71,1.27
2015-04-16,8706.70,8757.05,-0.50,23.33,3.75,1.25
2015-04-15,8750.20,8844.75,-0.95,23.43,3.77,1.25
2015-04-13,8834.00,8801.75,0.61,23.66,3.81,1.23
2015-04-10,8780.35,8774.35,0.02,23.51,3.78,1.24
2015-04-09,8778.30,8756.20,0.73,23.50,3.78,1.24
2015-04-08,8714.40,8698.95,0.62,23.33,3.75,1.25
2015-04-07,8660.30,8684.45,0.00,23.19,3.73,1.25
2015-04-06,8659.90,8615.80,0.86,23.18,3.73,1.26
2015-04-01,8586.25,8483.70,1.12,22.95,3.69,1.27
2015-03-31,8491.00,8527.60,-0.02,22.70,3.65,1.28
2015-03-30,8492.30,8390.95,1.81,22.70,3.65,1.28
2015-03-27,8341.40,8396.00,-0.01,22.30,3.59,1.3
2015-03-26,8342.15,8474.95,-2.21,22.36,3.55,1.32
2015-03-25,8530.80,8568.90,-0.14,22.87,3.63,1.29
2015-03-24,8542.95,8537.05,-0.09,22.90,3.64,1.29
2015-03-23,8550.90,8591.55,-0.23,22.92,3.64,1.28
2015-03-20,8570.90,8627.90,-0.74,22.98,3.65,1.28
2015-03-19,8634.65,8749.45,-0.59,23.15,3.68,1.27
2015-03-18,8685.90,8742.90,-0.43,23.29,3.70,1.26
2015-03-17,8723.30,8689.10,1.04,23.39,3.71,1.26
2015-03-16,8633.15,8656.75,-0.17,23.14,3.68,1.27
2015-03-13,8647.75,8844.05,-1.46,23.18,3.68,1.27
2015-03-12,8776.00,8740.65,0.87,23.53,3.74,1.25
2015-03-11,8699.95,8728.75,-0.14,23.32,3.70,1.26
2015-03-10,8712.05,8769.75,-0.51,23.36,3.71,1.26
2015-03-09,8756.75,8891.15,-2.03,23.48,3.73,1.25
2015-03-05,8937.75,8929.40,0.17,23.90,3.80,1.23
2015-03-04,8922.65,9109.15,-0.82,23.86,3.79,1.23
2015-03-03,8996.25,8962.85,0.44,24.06,3.82,1.22
2015-03-02,8956.75,8953.85,0.62,23.95,3.80,1.23
2015-02-28,8901.85,8913.05,0.65,23.80,3.78,1.24
2015-02-27,8844.60,8729.50,1.85,23.65,3.76,1.24
2015-02-26,8683.85,8779.00,-0.95,23.22,3.69,1.27
2015-02-25,8767.25,8801.90,0.06,23.44,3.72,1.26
2015-02-24,8762.10,8772.90,0.08,23.43,3.72,1.26
2015-02-23,8754.95,8856.85,-0.89,23.41,3.72,1.26
2015-02-20,8833.60,8895.50,-0.69,23.62,3.75,1.25
2015-02-19,8895.30,8883.05,0.30,23.76,3.78,1.24
2015-02-18,8869.10,8811.55,0.68,23.28,3.77,1.24
2015-02-16,8809.35,8831.40,0.04,23.22,3.74,1.25
2015-02-13,8805.50,8741.50,1.08,23.31,3.71,1.2
2015-02-12,8711.55,8676.95,0.98,23.07,3.67,1.21
2015-02-11,8627.40,8603.30,0.72,22.85,3.64,1.22
2015-02-10,8565.55,8478.10,0.46,22.69,3.61,1.23
2015-02-09,8526.35,8584.40,-1.56,22.59,3.59,1.24
2015-02-06,8661.05,8696.85,-0.58,22.44,3.65,1.22
2015-02-05,8711.70,8733.10,-0.14,22.57,3.67,1.21
2015-02-04,8723.70,8789.15,-0.38,22.53,3.68,1.21
2015-02-03,8756.55,8823.15,-0.46,22.42,3.69,1.21
2015-02-02,8797.40,8802.50,-0.13,22.51,3.71,1.2
2015-01-30,8808.90,8996.60,-1.60,22.48,3.71,1.2
2015-01-29,8952.35,8901.50,0.43,22.84,3.77,1.18
2015-01-28,8914.30,8902.75,0.04,22.67,3.76,1.18
2015-01-27,8910.50,8871.35,0.85,22.67,3.76,1.18
2015-01-23,8835.60,8827.95,0.85,22.48,3.73,1.19
